gene_id,S001,S002,S003,S004,S005,S006,S007,S008,S009,S010,S011,S012,S013,S014,S015,S016,S017,S018,S019,S020,S021,S022,S023,S024,S025,S026,S027,S028,S029,S030,S031,S032,S033,S034,S035,S036,S037,S038,S039,S040
GENE_0156,7.0,4.0,6.0,14.0,5.0,7.0,13.0,2.0,7.0,7.0,3.0,9.0,5.0,1.0,1.0,5.0,6.0,3.0,2.0,8.0,5.0,7.0,6.0,6.0,5.0,4.0,3.0,7.0,1.0,9.0,5.0,14.0,11.0,8.0,13.0,6.0,4.0,4.0,6.0,12.0
GENE_0157,6.0,0.0,8.0,4.0,1.0,5.0,1.0,7.0,3.0,1.0,5.0,11.0,2.0,3.0,0.0,11.0,2.0,6.0,2.0,3.0,3.0,6.0,3.0,8.0,8.0,1.0,6.0,11.0,0.0,1.0,5.0,4.0,5.0,8.0,2.0,2.0,8.0,12.0,2.0,2.0
GENE_0158,1.0,5.0,7.0,6.0,15.0,5.0,8.0,8.0,0.0,13.0,10.0,4.0,6.0,4.0,7.0,3.0,9.0,7.0,12.0,2.0,2.0,9.0,4.0,3.0,2.0,5.0,6.0,4.0,1.0,10.0,8.0,10.0,8.0,5.0,5.0,7.0,4.0,6.0,10.0,4.0
GENE_0159,3.0,9.0,11.0,8.0,18.0,8.0,5.0,6.0,4.0,9.0,6.0,5.0,8.0,11.0,10.0,7.0,11.0,5.0,8.0,7.0,10.0,6.0,6.0,8.0,7.0,7.0,13.0,17.0,4.0,2.0,13.0,10.0,10.0,16.0,12.0,14.0,3.0,17.0,5.0,16.0
GENE_0160,5.0,10.0,5.0,8.0,7.0,6.0,7.0,9.0,9.0,5.0,1.0,7.0,7.0,2.0,7.0,12.0,8.0,3.0,1.0,5.0,5.0,2.0,7.0,6.0,6.0,8.0,11.0,6.0,9.0,8.0,12.0,7.0,14.0,6.0,2.0,8.0,15.0,5.0,13.0,3.0
GENE_0161,4.0,2.0,6.0,1.0,4.0,7.0,4.0,4.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,13.0,1.0,2.0,1.0,2.0,2.0,2.0,7.0,0.0,3.0,0.0,5.0,1.0,2.0,6.0,2.0,3.0,4.0,4.0,2.0,4.0,0.0,2.0,2.0,3.0
GENE_0162,9.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,10.0,2.0,3.0,0.0,1.0,2.0,8.0,3.0,3.0,4.0,3.0,0.0,7.0,2.0,6.0,1.0,4.0,8.0,1.0,3.0,0.0,0.0,2.0,0.0,6.0,1.0,6.0,9.0,2.0,3.0,4.0,0.0
GENE_0163,1.0,4.0,5.0,0.0,0.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,11.0,2.0,1.0,1.0,1.0,0.0,8.0,3.0,5.0,1.0,2.0,6.0,5.0,4.0,1.0,4.0,13.0,1.0,0.0,4.0,0.0,2.0,1.0,8.0,5.0,3.0,4.0,1.0
GENE_0164,8.0,9.0,10.0,10.0,4.0,4.0,15.0,14.0,17.0,7.0,8.0,15.0,10.0,8.0,6.0,7.0,4.0,10.0,17.0,15.0,13.0,4.0,7.0,7.0,7.0,7.0,9.0,17.0,6.0,4.0,15.0,11.0,10.0,14.0,10.0,10.0,10.0,5.0,12.0,18.0
GENE_0165,13.0,3.0,7.0,8.0,12.0,8.0,6.0,8.0,7.0,13.0,17.0,13.0,13.0,7.0,8.0,6.0,12.0,7.0,10.0,7.0,15.0,7.0,5.0,5.0,5.0,8.0,12.0,14.0,10.0,4.0,2.0,3.0,8.0,6.0,10.0,9.0,4.0,5.0,9.0,6.0
GENE_0166,2.0,6.0,4.0,7.0,3.0,3.0,1.0,4.0,3.0,5.0,12.0,17.0,5.0,6.0,11.0,6.0,3.0,10.0,0.0,5.0,6.0,8.0,11.0,8.0,3.0,8.0,6.0,3.0,8.0,6.0,6.0,1.0,5.0,5.0,8.0,4.0,5.0,5.0,4.0,4.0
GENE_0167,4.0,2.0,5.0,0.0,6.0,5.0,8.0,5.0,6.0,4.0,10.0,3.0,6.0,7.0,4.0,5.0,11.0,3.0,13.0,7.0,12.0,3.0,5.0,5.0,5.0,4.0,3.0,13.0,9.0,9.0,5.0,10.0,4.0,10.0,7.0,3.0,5.0,9.0,8.0,1.0
GENE_0168,9.0,9.0,8.0,2.0,7.0,2.0,17.0,7.0,18.0,6.0,12.0,10.0,11.0,7.0,9.0,7.0,3.0,6.0,8.0,13.0,12.0,16.0,11.0,6.0,15.0,3.0,8.0,7.0,5.0,16.0,6.0,18.0,5.0,14.0,10.0,9.0,3.0,9.0,15.0,15.0
GENE_0169,1.0,2.0,2.0,7.0,0.0,4.0,4.0,4.0,6.0,4.0,7.0,0.0,1.0,3.0,8.0,3.0,5.0,2.0,2.0,0.0,3.0,5.0,0.0,8.0,8.0,6.0,2.0,8.0,4.0,6.0,1.0,5.0,9.0,4.0,3.0,3.0,3.0,6.0,2.0,3.0
GENE_0170,5.0,2.0,4.0,6.0,9.0,5.0,3.0,6.0,5.0,1.0,7.0,3.0,3.0,8.0,3.0,7.0,6.0,13.0,3.0,5.0,3.0,1.0,5.0,2.0,5.0,11.0,0.0,3.0,3.0,8.0,0.0,6.0,4.0,9.0,1.0,12.0,4.0,8.0,3.0,2.0
GENE_0171,12.0,4.0,5.0,5.0,16.0,2.0,7.0,1.0,3.0,6.0,7.0,1.0,5.0,7.0,3.0,9.0,4.0,7.0,1.0,3.0,11.0,2.0,6.0,6.0,10.0,2.0,2.0,0.0,2.0,9.0,6.0,3.0,7.0,4.0,2.0,5.0,5.0,4.0,7.0,0.0
GENE_0172,4.0,1.0,0.0,1.0,3.0,2.0,4.0,3.0,12.0,3.0,4.0,5.0,2.0,6.0,4.0,7.0,5.0,1.0,3.0,5.0,5.0,5.0,2.0,11.0,3.0,5.0,1.0,0.0,3.0,8.0,4.0,0.0,3.0,0.0,10.0,1.0,5.0,3.0,4.0,6.0
GENE_0173,3.0,4.0,13.0,8.0,5.0,10.0,17.0,11.0,13.0,10.0,8.0,7.0,7.0,8.0,10.0,6.0,7.0,9.0,9.0,5.0,10.0,18.0,13.0,4.0,14.0,6.0,15.0,7.0,4.0,8.0,9.0,5.0,9.0,3.0,6.0,0.0,16.0,5.0,7.0,14.0
GENE_0174,4.0,7.0,13.0,4.0,12.0,9.0,1.0,7.0,3.0,7.0,9.0,18.0,8.0,8.0,8.0,11.0,18.0,4.0,10.0,5.0,6.0,6.0,9.0,2.0,1.0,13.0,3.0,15.0,4.0,5.0,14.0,5.0,9.0,8.0,4.0,9.0,5.0,2.0,8.0,8.0
GENE_0175,6.0,8.0,4.0,7.0,6.0,11.0,3.0,8.0,8.0,9.0,8.0,3.0,7.0,6.0,5.0,14.0,4.0,5.0,8.0,4.0,2.0,12.0,10.0,3.0,7.0,16.0,4.0,5.0,8.0,7.0,3.0,13.0,19.0,12.0,9.0,6.0,12.0,6.0,5.0,8.0
GENE_0176,14.0,6.0,5.0,14.0,8.0,0.0,11.0,10.0,7.0,3.0,8.0,5.0,4.0,13.0,10.0,4.0,7.0,14.0,14.0,11.0,8.0,5.0,6.0,15.0,3.0,5.0,5.0,5.0,5.0,8.0,5.0,11.0,6.0,5.0,6.0,8.0,4.0,7.0,4.0,2.0
GENE_0177,14.0,4.0,5.0,2.0,6.0,11.0,7.0,4.0,9.0,5.0,8.0,4.0,9.0,7.0,12.0,4.0,8.0,3.0,10.0,5.0,8.0,8.0,4.0,6.0,9.0,15.0,9.0,9.0,5.0,4.0,5.0,4.0,7.0,7.0,10.0,4.0,11.0,8.0,15.0,6.0
GENE_0178,10.0,8.0,6.0,6.0,12.0,9.0,8.0,5.0,8.0,5.0,11.0,12.0,11.0,18.0,18.0,4.0,11.0,9.0,22.0,5.0,7.0,23.0,17.0,16.0,7.0,7.0,5.0,10.0,10.0,12.0,9.0,9.0,2.0,5.0,11.0,10.0,11.0,5.0,6.0,5.0
GENE_0179,12.0,11.0,11.0,10.0,5.0,3.0,19.0,10.0,21.0,3.0,7.0,8.0,7.0,4.0,5.0,13.0,6.0,11.0,10.0,12.0,16.0,11.0,6.0,8.0,7.0,15.0,6.0,14.0,17.0,8.0,12.0,8.0,12.0,6.0,12.0,11.0,6.0,7.0,15.0,12.0
GENE_0180,8.0,7.0,11.0,19.0,17.0,13.0,17.0,9.0,9.0,11.0,10.0,12.0,6.0,6.0,11.0,6.0,11.0,14.0,13.0,9.0,19.0,13.0,8.0,15.0,15.0,25.0,5.0,14.0,10.0,2.0,9.0,6.0,13.0,3.0,19.0,9.0,10.0,7.0,8.0,16.0
GENE_0181,8.0,8.0,7.0,1.0,4.0,14.0,10.0,3.0,3.0,13.0,2.0,8.0,11.0,7.0,3.0,7.0,3.0,2.0,7.0,9.0,6.0,10.0,3.0,7.0,1.0,4.0,8.0,8.0,5.0,8.0,2.0,13.0,4.0,8.0,3.0,12.0,12.0,5.0,4.0,6.0
GENE_0182,2.0,7.0,8.0,2.0,2.0,5.0,8.0,3.0,4.0,1.0,4.0,2.0,8.0,10.0,9.0,3.0,7.0,3.0,3.0,7.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,6.0,1.0,4.0,5.0,7.0,5.0,3.0,0.0,4.0,3.0,1.0,0.0,13.0
GENE_0183,7.0,11.0,10.0,3.0,24.0,3.0,7.0,7.0,10.0,3.0,2.0,13.0,11.0,7.0,16.0,8.0,23.0,10.0,5.0,9.0,11.0,6.0,5.0,8.0,14.0,16.0,10.0,12.0,11.0,13.0,4.0,8.0,6.0,4.0,8.0,6.0,13.0,7.0,11.0,4.0
GENE_0184,9.0,8.0,14.0,13.0,9.0,6.0,10.0,13.0,18.0,2.0,9.0,5.0,8.0,6.0,14.0,6.0,18.0,16.0,19.0,20.0,9.0,6.0,10.0,13.0,6.0,10.0,7.0,6.0,14.0,5.0,13.0,9.0,14.0,5.0,13.0,5.0,10.0,5.0,5.0,9.0
GENE_0185,1.0,1.0,6.0,5.0,7.0,8.0,4.0,4.0,2.0,9.0,4.0,4.0,2.0,6.0,6.0,3.0,0.0,0.0,3.0,11.0,3.0,1.0,6.0,1.0,5.0,6.0,6.0,4.0,3.0,1.0,6.0,4.0,2.0,1.0,9.0,2.0,1.0,1.0,4.0,3.0
GENE_0186,5.0,10.0,3.0,7.0,8.0,5.0,14.0,9.0,7.0,6.0,5.0,8.0,4.0,10.0,7.0,6.0,9.0,4.0,11.0,6.0,13.0,5.0,9.0,6.0,3.0,17.0,8.0,8.0,1.0,8.0,1.0,3.0,7.0,2.0,5.0,15.0,5.0,2.0,3.0,11.0
GENE_0187,3.0,3.0,1.0,9.0,3.0,8.0,8.0,10.0,6.0,6.0,3.0,9.0,2.0,6.0,2.0,8.0,2.0,7.0,6.0,8.0,3.0,6.0,8.0,3.0,4.0,3.0,9.0,8.0,2.0,8.0,5.0,10.0,2.0,2.0,4.0,5.0,5.0,3.0,4.0,1.0
GENE_0188,5.0,3.0,1.0,9.0,6.0,3.0,12.0,10.0,8.0,11.0,10.0,9.0,7.0,3.0,16.0,8.0,16.0,12.0,6.0,3.0,12.0,5.0,13.0,3.0,11.0,10.0,3.0,5.0,6.0,5.0,6.0,9.0,8.0,4.0,9.0,10.0,7.0,4.0,12.0,4.0
GENE_0189,7.0,3.0,6.0,5.0,10.0,6.0,4.0,18.0,14.0,6.0,11.0,18.0,6.0,0.0,12.0,6.0,4.0,2.0,6.0,5.0,1.0,3.0,4.0,3.0,2.0,9.0,3.0,4.0,10.0,4.0,3.0,2.0,6.0,7.0,5.0,3.0,13.0,7.0,1.0,2.0
GENE_0190,1.0,3.0,7.0,4.0,3.0,4.0,2.0,7.0,4.0,4.0,3.0,2.0,0.0,0.0,9.0,3.0,1.0,6.0,1.0,3.0,1.0,9.0,1.0,9.0,3.0,3.0,2.0,1.0,2.0,7.0,2.0,6.0,8.0,0.0,1.0,4.0,2.0,3.0,1.0,6.0
GENE_0191,9.0,16.0,9.0,6.0,12.0,1.0,12.0,16.0,10.0,9.0,9.0,4.0,10.0,7.0,9.0,11.0,5.0,9.0,4.0,2.0,5.0,10.0,8.0,15.0,4.0,9.0,10.0,4.0,8.0,5.0,8.0,9.0,4.0,3.0,7.0,10.0,1.0,10.0,5.0,11.0
GENE_0192,10.0,11.0,12.0,8.0,3.0,12.0,6.0,12.0,10.0,11.0,5.0,2.0,3.0,2.0,3.0,3.0,8.0,13.0,4.0,12.0,6.0,6.0,7.0,6.0,6.0,7.0,12.0,8.0,5.0,20.0,5.0,8.0,1.0,9.0,4.0,5.0,4.0,4.0,3.0,3.0
GENE_0193,3.0,3.0,1.0,6.0,1.0,8.0,1.0,5.0,8.0,3.0,10.0,4.0,4.0,8.0,5.0,11.0,1.0,17.0,7.0,7.0,3.0,7.0,10.0,2.0,12.0,5.0,9.0,8.0,6.0,4.0,7.0,5.0,6.0,2.0,2.0,0.0,4.0,9.0,6.0,3.0
GENE_0194,3.0,12.0,6.0,7.0,2.0,7.0,8.0,3.0,3.0,4.0,13.0,1.0,2.0,12.0,3.0,12.0,5.0,6.0,5.0,3.0,2.0,5.0,3.0,9.0,12.0,1.0,5.0,6.0,8.0,15.0,10.0,4.0,10.0,4.0,5.0,4.0,5.0,5.0,8.0,4.0
GENE_0195,5.0,7.0,6.0,4.0,11.0,2.0,6.0,7.0,7.0,3.0,4.0,5.0,8.0,9.0,12.0,5.0,10.0,12.0,12.0,9.0,13.0,7.0,11.0,8.0,6.0,7.0,9.0,8.0,4.0,18.0,2.0,4.0,6.0,13.0,6.0,11.0,14.0,4.0,14.0,7.0
GENE_0196,8.0,5.0,11.0,4.0,12.0,15.0,11.0,16.0,12.0,14.0,3.0,5.0,11.0,9.0,13.0,9.0,10.0,1.0,12.0,16.0,12.0,3.0,10.0,4.0,9.0,23.0,19.0,34.0,15.0,4.0,12.0,5.0,8.0,15.0,6.0,15.0,11.0,7.0,9.0,3.0
GENE_0197,8.0,11.0,16.0,9.0,6.0,5.0,7.0,10.0,11.0,15.0,8.0,4.0,8.0,10.0,6.0,4.0,13.0,10.0,8.0,4.0,12.0,19.0,11.0,14.0,17.0,13.0,15.0,11.0,8.0,6.0,2.0,9.0,3.0,15.0,6.0,2.0,8.0,20.0,4.0,10.0
GENE_0198,8.0,4.0,5.0,2.0,4.0,4.0,9.0,10.0,5.0,12.0,8.0,17.0,7.0,3.0,8.0,3.0,2.0,2.0,12.0,3.0,3.0,5.0,10.0,4.0,11.0,4.0,5.0,5.0,6.0,2.0,4.0,4.0,8.0,2.0,3.0,4.0,2.0,2.0,6.0,7.0
GENE_0199,5.0,7.0,3.0,6.0,14.0,3.0,8.0,8.0,7.0,2.0,3.0,10.0,5.0,3.0,12.0,3.0,5.0,10.0,3.0,3.0,12.0,10.0,5.0,6.0,7.0,7.0,12.0,3.0,2.0,5.0,6.0,8.0,6.0,7.0,5.0,2.0,2.0,3.0,6.0,1.0
GENE_0200,2.0,3.0,0.0,4.0,4.0,4.0,3.0,3.0,6.0,2.0,4.0,1.0,3.0,3.0,1.0,9.0,2.0,3.0,10.0,0.0,1.0,4.0,2.0,3.0,2.0,10.0,1.0,2.0,14.0,3.0,7.0,1.0,1.0,1.0,3.0,6.0,8.0,3.0,0.0,7.0
GENE_0201,4.0,5.0,4.0,9.0,6.0,10.0,2.0,5.0,16.0,3.0,8.0,2.0,5.0,6.0,4.0,5.0,1.0,2.0,6.0,13.0,1.0,6.0,2.0,5.0,3.0,2.0,12.0,5.0,12.0,6.0,5.0,3.0,4.0,6.0,10.0,13.0,11.0,2.0,1.0,3.0
GENE_0202,3.0,7.0,16.0,1.0,5.0,6.0,4.0,3.0,3.0,1.0,6.0,4.0,4.0,3.0,4.0,14.0,4.0,1.0,2.0,3.0,4.0,6.0,2.0,4.0,5.0,5.0,2.0,1.0,7.0,2.0,8.0,6.0,7.0,9.0,2.0,8.0,1.0,8.0,9.0,2.0
GENE_0203,19.0,10.0,5.0,13.0,15.0,5.0,9.0,7.0,7.0,9.0,3.0,9.0,11.0,5.0,6.0,6.0,9.0,18.0,5.0,13.0,4.0,5.0,15.0,12.0,10.0,14.0,9.0,8.0,4.0,10.0,2.0,5.0,4.0,5.0,6.0,13.0,12.0,9.0,24.0,4.0
GENE_0204,14.0,12.0,11.0,7.0,15.0,9.0,12.0,9.0,8.0,6.0,8.0,11.0,8.0,10.0,10.0,5.0,12.0,11.0,9.0,8.0,8.0,9.0,7.0,25.0,5.0,5.0,6.0,8.0,7.0,10.0,10.0,9.0,10.0,10.0,8.0,7.0,9.0,10.0,7.0,8.0
GENE_0205,3.0,3.0,12.0,4.0,6.0,1.0,10.0,5.0,1.0,2.0,1.0,4.0,11.0,6.0,8.0,5.0,4.0,5.0,9.0,0.0,3.0,1.0,8.0,7.0,1.0,4.0,13.0,2.0,4.0,13.0,9.0,4.0,4.0,2.0,3.0,2.0,7.0,6.0,12.0,3.0
GENE_0206,8.0,6.0,6.0,18.0,2.0,11.0,9.0,10.0,5.0,2.0,4.0,11.0,3.0,8.0,13.0,20.0,7.0,7.0,11.0,16.0,4.0,2.0,10.0,3.0,9.0,4.0,6.0,2.0,11.0,11.0,3.0,10.0,19.0,5.0,11.0,4.0,11.0,8.0,9.0,10.0
GENE_0207,0.0,5.0,5.0,9.0,8.0,3.0,5.0,2.0,5.0,3.0,3.0,5.0,4.0,6.0,2.0,0.0,5.0,11.0,4.0,5.0,7.0,2.0,7.0,7.0,7.0,6.0,4.0,4.0,4.0,7.0,4.0,5.0,9.0,9.0,2.0,4.0,8.0,4.0,5.0,1.0
GENE_0208,7.0,14.0,8.0,8.0,9.0,23.0,13.0,1.0,7.0,9.0,4.0,3.0,9.0,1.0,10.0,11.0,9.0,6.0,13.0,8.0,9.0,8.0,12.0,13.0,8.0,7.0,4.0,9.0,5.0,5.0,8.0,8.0,12.0,3.0,8.0,4.0,14.0,7.0,7.0,8.0
GENE_0209,14.0,8.0,5.0,3.0,10.0,4.0,4.0,7.0,7.0,8.0,2.0,6.0,4.0,8.0,2.0,8.0,4.0,4.0,3.0,7.0,9.0,11.0,0.0,7.0,7.0,3.0,4.0,6.0,10.0,8.0,1.0,3.0,3.0,5.0,12.0,9.0,7.0,8.0,4.0,8.0
GENE_0210,4.0,0.0,1.0,2.0,3.0,6.0,3.0,1.0,1.0,10.0,3.0,1.0,9.0,0.0,0.0,0.0,0.0,3.0,3.0,9.0,4.0,2.0,0.0,0.0,12.0,4.0,6.0,0.0,1.0,3.0,3.0,11.0,6.0,1.0,4.0,1.0,5.0,0.0,10.0,0.0
GENE_0211,6.0,3.0,5.0,3.0,3.0,3.0,10.0,3.0,6.0,2.0,1.0,2.0,13.0,8.0,1.0,7.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,4.0,4.0,3.0,3.0,1.0,2.0,1.0,2.0,5.0,0.0,3.0,5.0,4.0,8.0,2.0,4.0,7.0
GENE_0212,5.0,4.0,6.0,5.0,5.0,5.0,13.0,17.0,4.0,1.0,7.0,7.0,7.0,3.0,6.0,6.0,0.0,2.0,6.0,8.0,7.0,5.0,6.0,15.0,8.0,1.0,6.0,8.0,3.0,8.0,13.0,1.0,6.0,2.0,3.0,8.0,8.0,3.0,1.0,14.0
GENE_0213,7.0,11.0,16.0,7.0,8.0,6.0,11.0,7.0,14.0,8.0,8.0,7.0,4.0,13.0,7.0,15.0,4.0,4.0,10.0,6.0,8.0,3.0,6.0,6.0,5.0,8.0,16.0,8.0,5.0,9.0,10.0,10.0,7.0,4.0,2.0,12.0,6.0,10.0,2.0,7.0
GENE_0214,8.0,2.0,5.0,4.0,2.0,8.0,1.0,1.0,3.0,4.0,5.0,3.0,7.0,1.0,0.0,2.0,2.0,6.0,3.0,1.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,6.0,4.0,0.0,2.0,6.0,3.0,2.0,2.0,3.0,7.0,7.0,2.0
GENE_0215,7.0,6.0,5.0,4.0,19.0,9.0,13.0,2.0,8.0,10.0,9.0,1.0,11.0,20.0,4.0,8.0,7.0,4.0,9.0,6.0,9.0,6.0,12.0,3.0,8.0,10.0,6.0,3.0,8.0,8.0,4.0,7.0,11.0,6.0,6.0,16.0,4.0,6.0,14.0,5.0
GENE_0216,10.0,10.0,8.0,9.0,5.0,1.0,6.0,8.0,7.0,11.0,15.0,8.0,9.0,1.0,7.0,8.0,6.0,7.0,8.0,4.0,4.0,7.0,17.0,16.0,7.0,5.0,4.0,7.0,6.0,6.0,5.0,0.0,5.0,4.0,11.0,17.0,11.0,7.0,4.0,5.0
GENE_0217,4.0,2.0,3.0,6.0,6.0,4.0,2.0,1.0,5.0,6.0,10.0,5.0,12.0,8.0,8.0,4.0,2.0,2.0,3.0,5.0,8.0,6.0,4.0,7.0,3.0,11.0,5.0,4.0,4.0,9.0,3.0,6.0,8.0,1.0,7.0,3.0,9.0,9.0,4.0,8.0
GENE_0218,3.0,20.0,7.0,13.0,11.0,21.0,4.0,12.0,5.0,12.0,20.0,8.0,10.0,8.0,9.0,13.0,6.0,18.0,5.0,7.0,18.0,3.0,12.0,12.0,7.0,6.0,22.0,9.0,12.0,10.0,10.0,11.0,9.0,9.0,14.0,9.0,4.0,12.0,8.0,11.0
GENE_0219,19.0,4.0,5.0,1.0,8.0,9.0,11.0,8.0,6.0,11.0,11.0,12.0,8.0,20.0,12.0,13.0,27.0,9.0,11.0,2.0,15.0,10.0,9.0,7.0,10.0,6.0,11.0,3.0,8.0,10.0,8.0,4.0,8.0,9.0,1.0,9.0,8.0,5.0,9.0,11.0
GENE_0220,7.0,8.0,8.0,4.0,9.0,3.0,8.0,2.0,3.0,5.0,10.0,7.0,9.0,9.0,14.0,11.0,11.0,5.0,11.0,15.0,6.0,5.0,6.0,16.0,9.0,9.0,3.0,5.0,13.0,6.0,6.0,1.0,1.0,8.0,9.0,5.0,15.0,5.0,9.0,9.0
GENE_0221,4.0,12.0,5.0,12.0,9.0,5.0,7.0,10.0,5.0,7.0,9.0,5.0,6.0,10.0,7.0,12.0,8.0,16.0,8.0,9.0,5.0,8.0,6.0,2.0,9.0,12.0,1.0,11.0,6.0,9.0,6.0,4.0,11.0,2.0,5.0,7.0,12.0,6.0,6.0,8.0
GENE_0222,5.0,8.0,0.0,4.0,3.0,7.0,8.0,1.0,6.0,12.0,2.0,3.0,4.0,4.0,3.0,0.0,6.0,6.0,3.0,9.0,2.0,3.0,0.0,5.0,3.0,1.0,2.0,4.0,10.0,6.0,0.0,9.0,3.0,1.0,2.0,2.0,4.0,4.0,2.0,4.0
GENE_0223,11.0,8.0,10.0,1.0,7.0,7.0,6.0,4.0,12.0,2.0,4.0,8.0,2.0,2.0,6.0,9.0,4.0,8.0,1.0,4.0,10.0,4.0,5.0,6.0,3.0,3.0,4.0,5.0,7.0,5.0,3.0,6.0,4.0,6.0,3.0,2.0,2.0,2.0,8.0,2.0
GENE_0224,13.0,6.0,6.0,7.0,8.0,5.0,7.0,14.0,5.0,7.0,2.0,3.0,5.0,18.0,2.0,5.0,9.0,11.0,8.0,8.0,17.0,6.0,4.0,13.0,5.0,5.0,3.0,8.0,15.0,7.0,9.0,4.0,7.0,11.0,6.0,10.0,8.0,5.0,8.0,4.0
GENE_0225,3.0,0.0,5.0,15.0,4.0,2.0,3.0,7.0,3.0,1.0,13.0,3.0,5.0,1.0,3.0,3.0,5.0,3.0,3.0,4.0,2.0,4.0,3.0,6.0,4.0,5.0,2.0,6.0,6.0,3.0,8.0,1.0,3.0,1.0,2.0,2.0,2.0,3.0,4.0,7.0
GENE_0226,4.0,5.0,2.0,9.0,4.0,9.0,3.0,10.0,3.0,5.0,4.0,4.0,14.0,8.0,7.0,8.0,5.0,9.0,2.0,6.0,15.0,3.0,8.0,12.0,8.0,6.0,6.0,13.0,9.0,7.0,7.0,13.0,12.0,6.0,15.0,12.0,12.0,3.0,12.0,9.0
GENE_0227,4.0,4.0,5.0,1.0,5.0,4.0,5.0,6.0,6.0,2.0,5.0,2.0,4.0,2.0,4.0,4.0,1.0,5.0,6.0,6.0,5.0,2.0,5.0,7.0,9.0,10.0,11.0,5.0,3.0,7.0,5.0,10.0,6.0,2.0,4.0,4.0,3.0,12.0,4.0,2.0
GENE_0228,11.0,10.0,2.0,9.0,10.0,7.0,5.0,5.0,10.0,11.0,4.0,3.0,9.0,8.0,5.0,2.0,8.0,6.0,7.0,16.0,10.0,8.0,4.0,6.0,3.0,11.0,12.0,1.0,1.0,4.0,2.0,7.0,5.0,10.0,9.0,14.0,6.0,6.0,2.0,5.0
GENE_0229,5.0,3.0,3.0,14.0,7.0,0.0,10.0,2.0,9.0,6.0,5.0,5.0,4.0,3.0,4.0,0.0,4.0,2.0,7.0,4.0,2.0,4.0,4.0,16.0,6.0,3.0,5.0,7.0,4.0,12.0,7.0,7.0,3.0,1.0,4.0,3.0,4.0,5.0,4.0,1.0
GENE_0230,13.0,9.0,1.0,7.0,15.0,3.0,5.0,15.0,9.0,10.0,8.0,2.0,6.0,6.0,4.0,3.0,7.0,7.0,3.0,7.0,6.0,1.0,12.0,17.0,10.0,6.0,12.0,11.0,10.0,22.0,10.0,13.0,13.0,18.0,4.0,12.0,4.0,6.0,9.0,19.0
GENE_0231,8.0,7.0,5.0,9.0,7.0,6.0,7.0,9.0,6.0,5.0,6.0,7.0,10.0,6.0,18.0,8.0,11.0,16.0,3.0,5.0,9.0,10.0,17.0,8.0,8.0,5.0,2.0,3.0,7.0,19.0,6.0,16.0,10.0,7.0,5.0,6.0,2.0,4.0,4.0,5.0
GENE_0232,3.0,4.0,4.0,4.0,5.0,9.0,3.0,7.0,5.0,1.0,4.0,1.0,7.0,10.0,1.0,2.0,4.0,7.0,5.0,5.0,7.0,4.0,9.0,5.0,4.0,7.0,2.0,11.0,4.0,10.0,8.0,3.0,3.0,1.0,1.0,3.0,5.0,5.0,11.0,4.0
GENE_0233,8.0,10.0,17.0,6.0,9.0,14.0,8.0,7.0,11.0,5.0,10.0,10.0,5.0,7.0,8.0,12.0,4.0,12.0,21.0,8.0,12.0,12.0,13.0,20.0,6.0,3.0,16.0,8.0,6.0,10.0,15.0,11.0,12.0,8.0,5.0,5.0,6.0,13.0,5.0,5.0
GENE_0234,5.0,5.0,9.0,2.0,6.0,7.0,4.0,4.0,2.0,1.0,6.0,13.0,4.0,8.0,5.0,9.0,4.0,8.0,10.0,3.0,10.0,4.0,11.0,13.0,6.0,4.0,6.0,10.0,4.0,12.0,7.0,12.0,6.0,3.0,8.0,10.0,5.0,4.0,4.0,4.0
GENE_0235,3.0,9.0,4.0,11.0,3.0,1.0,15.0,7.0,7.0,3.0,4.0,7.0,6.0,4.0,6.0,10.0,1.0,4.0,9.0,12.0,5.0,5.0,6.0,4.0,13.0,3.0,8.0,5.0,4.0,6.0,3.0,1.0,5.0,14.0,5.0,4.0,4.0,11.0,7.0,16.0
GENE_0236,7.0,9.0,16.0,12.0,9.0,8.0,7.0,15.0,10.0,5.0,10.0,10.0,8.0,14.0,18.0,11.0,6.0,10.0,10.0,9.0,12.0,11.0,4.0,10.0,25.0,12.0,8.0,11.0,7.0,15.0,5.0,7.0,12.0,2.0,6.0,17.0,13.0,14.0,5.0,13.0
GENE_0237,9.0,5.0,5.0,6.0,10.0,10.0,5.0,1.0,3.0,5.0,7.0,6.0,4.0,8.0,3.0,12.0,5.0,3.0,6.0,3.0,6.0,7.0,4.0,7.0,14.0,7.0,1.0,11.0,6.0,9.0,3.0,14.0,2.0,2.0,10.0,7.0,4.0,8.0,1.0,8.0
GENE_0238,7.0,9.0,9.0,11.0,5.0,4.0,9.0,15.0,24.0,5.0,5.0,5.0,7.0,6.0,5.0,4.0,6.0,13.0,15.0,11.0,10.0,5.0,7.0,13.0,7.0,8.0,3.0,10.0,16.0,5.0,4.0,6.0,6.0,5.0,7.0,8.0,10.0,2.0,9.0,11.0
